province,id,time,year,month,CarbonDioxide,Industrial,GDP,Electricity,Dnvalue,I-population,O-population,H-temperature,L-temperature
Shandong,15,202212,2022,12,93.94975,26302,7915.26,0.879408,2.92,439.29,448.9,4.42,-4.36
Shandong,15,202301,2023,1,87.83272,35605.1,6924.69,0.880115,3.42,873.91,875.07,5.62,-4.08
Shandong,15,202302,2023,2,77.91978,45011.3,6725.04,0.880123,2.82,783.62,792.5,7.93,-1.1
Shandong,15,202303,2023,3,82.28181,54764.2,6720.19,0.868486,2.89,867.38,870.23,16.62,5.61
Shandong,15,202304,2023,4,75.46765,63994.4,7493.66,0.857539,2.6,1014.25,992.1,19.02,10.04
Shandong,15,202305,2023,5,75.00481,73689,7657.41,0.852764,2.71,1037.55,1050.79,24.96,15.98
Shandong,15,202306,2023,6,77.92612,83976.9,7787.59,0.852825,0,918.57,911.46,31.02,20.52
Shandong,15,202307,2023,7,80.76069,94026,7801.62,0.856915,2.11,1094.11,1086.86,32.23,24.05
Shandong,15,202308,2023,8,83.10658,104566.2,7943.34,0.858779,2.69,1254.54,1254.21,30.76,22.61
Shandong,15,202309,2023,9,81.65395,115933.5,8129.91,0.859997,2.72,950.62,941.53,27.69,18.86
Shandong,15,202310,2023,10,77.2599,61184.75,8529.83,0.859457,2.99,962.41,986.86,23.44,13.02
Shandong,15,202311,2023,11,82.40612,6436,8541.29,0.857555,2.95,725.12,735.71,12.57,3.55
Shandong,15,202312,2023,12,91.83514,10063.5,8337.69,0.857075,3.46,666.29,676.52,4.69,-3.43
Shandong,15,202401,2024,1,90.55356,13582.3,7362.59,0.845108,2.88,227.13,228.09,4.79,-3.7
Shandong,15,202402,2024,2,77.56417,17182.7,7148.92,0.844974,3.47,919.7,933.37,6.04,-2.28
Shandong,15,202403,2024,3,81.05093,21010.5,7140.49,0.828101,2.9,806.2,814.16,14.8,4.8
Shandong,15,202404,2024,4,73.61631,23839.9,7925.72,0.819376,2.71,957.75,952.71,22.32,11.85
Shandong,15,202405,2024,5,74.3494,25983.6,8096.26,0.813344,2.77,1088.21,1093.13,26.95,16.06
Shandong,15,202406,2024,6,78.37646,27983.2,8233.54,0.816209,2.83,931.36,930.9,32.27,21.38
Shandong,15,202407,2024,7,76.86549,30362.3,8350.59,0.820498,2.89,1049.8,1052.92,30.84,23.96
Shandong,15,202408,2024,8,82.60222,34719.1,8421.49,0.829315,2.95,1227.75,1232.65,32.22,24.38
Shandong,15,202409,2024,9,75.83473,47118.1,8459.09,0.832383,3.01,865.62,869.86,27.99,19.51
Shandong,15,202410,2024,10,74.74397,26858.9,8496.68,0.83445,3.07,1049.34,1064.17,20.66,11.06
Shandong,15,202411,2024,11,78.32267,6599.7,8534.28,0.835379,3.13,791.63,805.57,14.74,6.34
Shandong,15,202412,2024,12,86.73962,10610.5,8571.87,0.83502,3.19,756.68,770.94,6.58,-2.51
Henan,16,201901,2019,1,40.8929,14263.7,4022.23,0.953554,1.62,795.96,943.74,6.15,-2.87
Henan,16,201902,2019,2,32.1916,18063.2,3903.17,0.937302,1.86,796.55,940.92,6.74,-1.17
Henan,16,201903,2019,3,33.05513,22067.8,3917.36,0.921049,2.1,748.12,863.29,17.59,5.68
Henan,16,201904,2019,4,32.27094,25715.1,4214.95,0.909608,1.91,699.73,785.7,21.7,10.51
Henan,16,201905,2019,5,33.82835,29388.8,4330.68,0.898232,2.14,651.39,708.2,27.9,16.46
Henan,16,201906,2019,6,35.44369,33126.9,4417,0.897859,2.09,603.14,630.85,32.31,22.53
Henan,16,201907,2019,7,41.83498,37528.8,4579.56,0.90602,1.97,555.01,553.67,33.5,24.63
Henan,16,201908,2019,8,39.7144,42191.9,4672.52,0.911254,1.78,507.03,476.72,31.17,23.2
Henan,16,201909,2019,9,34.41816,49317.7,4799.06,0.909358,1.9,459.24,400.05,28.13,18.27
Henan,16,201910,2019,10,30.42797,27387,5158.88,0.907205,2.2,411.65,323.7,21.21,12.58
Henan,16,201911,2019,11,35.01697,5456.3,5118.22,0.907837,2.06,364.3,247.72,15.3,6.4
Henan,16,201912,2019,12,39.46008,9417.4,4880.2,0.915468,2.04,317.22,172.14,9.4,0.15
Henan,16,202001,2020,1,31.6429,13274.3,3940.86,0.918364,1.88,855.04,661.69,6.14,-1.24
Henan,16,202002,2020,2,31.43423,17202.1,3734.42,0.918396,1.93,953.59,808.83,11.97,1.35
Henan,16,202003,2020,3,31.17874,21375.3,3764.67,0.905029,2.07,1045.67,948.82,17.57,6.05
Henan,16,202004,2020,4,32.83381,24954.2,4449.17,0.896297,2.28,1121.82,1069.97,21.48,8.95
Henan,16,202005,2020,5,35.86316,28310.8,4661.48,0.894979,2.25,1172.59,1160.61,29.75,17.08
Henan,16,202006,2020,6,36.03011,32151.3,4817.52,0.894994,0.61,1188.55,1209.03,30.59,21.47
Henan,16,202007,2020,7,37.71321,36334.1,4721.88,0.902007,1.91,1160.24,1203.57,29.27,22.33
Henan,16,202008,2020,8,40.74891,41171.7,4851.18,0.905638,1.98,1078.21,1132.53,30.84,23.44
Henan,16,202009,2020,9,38.78996,47749.5,5011.66,0.904147,2.11,933.02,984.22,28.1,17.83
Henan,16,202010,2020,10,37.25981,7713,5353.74,0.902436,2.37,715.21,746.97,19.27,10.54
Henan,16,202011,2020,11,41.03689,12467,5386.03,0.901214,2.16,485.16,488.37,14.44,5.44
Henan,16,202012,2020,12,45.87933,17061.5,5262.58,0.902805,2.48,459.29,454.28,6.76,-1.95
Henan,16,202101,2021,1,37.66867,21674.3,4497.84,0.895531,2.45,543.48,456.79,7.91,-2.44
Henan,16,202102,2021,2,45.8826,26473.4,4380.84,0.89545,2.79,581.64,627.37,13.8,2.53
Henan,16,202103,2021,3,28.31967,30803.6,4422.11,0.892776,2.3,579.7,645.34,14.93,6.04
Henan,16,202104,2021,4,35.50749,35099.9,4989.55,0.891895,2.59,670.14,662.52,19.16,9.86
Henan,16,202105,2021,5,34.56464,39792.6,5142.03,0.884845,2.47,796.33,796.51,26.81,16.13
Henan,16,202106,2021,6,33.36329,44671,5243.75,0.881675,0.82,709.97,717.08,32.56,22.19
Henan,16,202107,2021,7,35.10414,50141.6,5072.87,0.878437,2.01,679.01,692.45,31.28,23.58
Henan,16,202108,2021,8,33.53031,56880.3,5174.85,0.882553,2.05,265.95,263.85,29.15,21.66
Henan,16,202109,2021,9,32.00382,32711.2,5328.66,0.880413,2.19,631.13,617.67,27.1,18.54
Henan,16,202110,2021,10,29.53265,8542.1,5624.76,0.876381,1.91,831.26,857.05,19.2,10.59
Henan,16,202111,2021,11,29.93645,14074.5,5650.82,0.870777,2.51,512.43,517.64,15.6,4.31
Henan,16,202112,2021,12,31.16487,15326.3,5504.94,0.869966,2.61,639.83,625.03,10.05,-0.79
Henan,16,202201,2022,1,37.17887,18497.5,4868.98,0.87088,2.51,502.19,343.13,5.29,-1.71
Henan,16,202202,2022,2,34.49415,22445.4,4695.37,0.870891,2.79,689.16,867.07,8.13,-0.87
Henan,16,202203,2022,3,36.20718,25986.9,4673.23,0.843627,2.7,493.36,515.85,17.08,6.24
Henan,16,202204,2022,4,34.70356,29741.9,5212.52,0.825799,2.62,293.36,287.88,22.91,11.69
Henan,16,202205,2022,5,33.54245,34172.2,5333.39,0.819647,2.58,346.88,339.6,27.12,15.32
Henan,16,202206,2022,6,40.42965,38251.9,5440.89,0.827553,2.64,653.53,660.8,34.69,22.78
Henan,16,202207,2022,7,40.83818,41897.4,5425.13,0.840759,0.85,751.25,754.7,31.58,23.15
Henan,16,202208,2022,8,43.22894,46731.5,5539.28,0.848847,2.06,733.43,729.51,31.51,23.99
Henan,16,202209,2022,9,36.3122,27034.15,5674.54,0.849623,2.46,666.35,659.39,28.77,17.69
Henan,16,202210,2022,10,33.52812,7336.8,5685.86,0.847396,2.23,426.21,451.13,20.19,10.01
Henan,16,202211,2022,11,32.12727,11237.7,5690.61,0.846815,2.32,243.8,247.95,14.87,6.84
Henan,16,202212,2022,12,40.71128,14756.6,5553.4,0.848702,2.5,446.3,391.36,6.98,-2.55
Henan,16,202301,2023,1,42.51207,18421.7,5078.42,0.844357,2.93,1154.93,1075.14,7.95,-2.14
Henan,16,202302,2023,2,37.40923,22254.2,4932,0.844308,2.59,767.07,923.64,9.05,0.55
Henan,16,202303,2023,3,36.67394,25914.6,4928.45,0.828947,2.66,805.75,815.33,17.84,6.39
Henan,16,202304,2023,4,32.4887,29722.9,5320.03,0.812551,2.57,989.8,960.57,20.44,10.39
Henan,16,202305,2023,5,32.99907,33907,5436.29,0.80478,2.7,945.32,958,25.14,16.15
Henan,16,202306,2023,6,35.70355,38323,5528.7,0.80732,0.81,858.96,869.64,31.19,20.68
Henan,16,202307,2023,7,40.92886,42870.6,5472.3,0.819729,2.51,914.87,926.33,33.17,24.12
Henan,16,202308,2023,8,39.38651,47625.6,5571.71,0.832212,2.49,1011.17,1003.54,31.59,22.51
Henan,16,202309,2023,9,34.98808,26771.9,5702.57,0.837513,2.33,909.05,868.17,27.16,18.67
Henan,16,202310,2023,10,29.70868,5918.2,5478.35,0.835911,2.72,896.73,952.28,23.77,12.53
Henan,16,202311,2023,11,33.09229,9235.7,5485.71,0.832241,2.63,696.71,695.78,14.97,4.42
Henan,16,202312,2023,12,40.03493,12545,5354.94,0.835645,3.18,654.7,638.84,7.12,-1.99
Henan,16,202401,2024,1,41.76756,15924.2,5020.72,0.851435,2.57,299.64,227.16,6.92,-2.17
Henan,16,202402,2024,2,35.50538,19713.1,4875.02,0.851613,3.32,1062.2,1136.18,7.41,-0.71
Henan,16,202403,2024,3,36.00107,23087.5,4869.27,0.828054,2.8,789.82,841,16.89,6.41
Henan,16,202404,2024,4,31.79895,26707.3,5303,0.817059,2.67,952.08,934.48,23.12,12.76
Henan,16,202405,2024,5,33.8333,30545,5417.11,0.815463,2.63,1032.55,1026.38,28.97,17.2
Henan,16,202406,2024,6,36.2422,34365.2,5508.96,0.820009,2.59,876.09,888.95,33.28,22.11
Henan,16,202407,2024,7,36.44601,38452,5554.84,0.823451,2.55,900.15,911.61,31.32,24.09
Henan,16,202408,2024,8,40.54095,43126,5602,0.833399,2.51,1054.46,1039.66,32.88,24.06
Henan,16,202409,2024,9,34.63859,24568.85,5627.01,0.82945,2.47,826.17,813.79,28.43,19.84
Henan,16,202410,2024,10,32.38562,6011.7,5652.02,0.827232,2.43,995.66,1023.8,21.66,11.68
Henan,16,202411,2024,11,33.19774,9681.7,5677.03,0.824415,2.39,763.08,760.23,15.68,7.22
Henan,16,202412,2024,12,38.8798,13117.8,5702.04,0.826309,2.35,743.08,723.3,8.31,-1.19
Hubei,17,201901,2019,1,30.00072,16689.2,3148.25,0.626023,1.19,544.56,603.56,7.6,1.31
Hubei,17,201902,2019,2,22.99879,20618.6,3055.07,0.607576,1.79,544.1,601.57,7.26,2.04
Hubei,17,201903,2019,3,30.21236,24311.8,3066.18,0.58913,2.39,512.28,557.18,17.61,7.95
Hubei,17,201904,2019,4,30.43357,28092.9,3464.73,0.560525,2.36,480.47,512.82,23.45,13
Hubei,17,201905,2019,5,33.69289,32182.8,3559.86,0.531925,2.41,448.7,468.51,26.1,17.14
Hubei,17,201906,2019,6,33.47917,36151.7,3630.81,0.513292,2.49,416.99,424.28,29.9,22.23
Hubei,17,201907,2019,7,35.87246,40327.9,3577.37,0.499539,2.36,385.36,380.16,32.81,24.78
Hubei,17,201908,2019,8,36.99931,44812.6,3649.98,0.495753,2.28,353.83,336.16,34.6,25.49
Hubei,17,201909,2019,9,35.3055,23905.9,3748.84,0.497608,2.51,322.41,292.32,30.44,20.6
Hubei,17,201910,2019,10,27.96855,2999.2,4357.28,0.488516,2.65,291.12,248.66,23.37,14.97
Hubei,17,201911,2019,11,32.75729,5246.8,4322.94,0.492715,2.58,259.99,205.21,17.32,9.19
Hubei,17,201912,2019,12,37.27838,8548.4,4121.91,0.506422,2.56,229.03,161.99,12.14,4.04
Hubei,17,202001,2020,1,21.78361,12063.6,2184.17,0.538062,2.23,498.15,404.38,7.83,2.11
Hubei,17,202002,2020,2,20.49196,15957.9,2069.75,0.538417,2.53,560.36,487.32,13.92,4.9
Hubei,17,202003,2020,3,19.90932,19649.7,2086.52,0.481538,2.29,618.48,565.91,18.06,8.86
Hubei,17,202004,2020,4,33.44777,23614.3,3037.03,0.476171,2.68,666.5,633.25,22.24,11.32
Hubei,17,202005,2020,5,39.506,27867.5,3181.96,0.483753,2.67,698.43,682.41,28.55,18.34
Hubei,17,202006,2020,6,37.39868,32115.8,3288.47,0.462618,2.44,708.28,706.48,29.49,22.79
Hubei,17,202007,2020,7,36.1853,36467,3526.24,0.419468,2.25,690.04,698.55,29.09,23.33
Hubei,17,202008,2020,8,40.84977,41251.3,3622.8,0.407443,2.58,637.72,651.71,33.54,25.31
Hubei,17,202009,2020,9,39.24045,6359.7,3742.64,0.395615,1.51,545.31,559.03,26.19,18.63
Hubei,17,202010,2020,10,36.90283,10223.4,4229.04,0.383533,2.54,406.84,413.61,19.56,12.68
Hubei,17,202011,2020,11,41.4798,14113.4,4254.55,0.395533,2.64,262.69,258.62,16.27,8.31
Hubei,17,202012,2020,12,46.39051,17860.2,4157.04,0.418424,2.93,256.19,248.88,8.35,1.65
Hubei,17,202101,2021,1,33.28479,22037.8,3337.1,0.602938,3.19,305.28,271.38,9.62,1.28
Hubei,17,202102,2021,2,39.56932,25881.8,3250.3,0.605011,3.11,367.27,375.62,15.2,5.91
Hubei,17,202103,2021,3,22.90598,29758.3,3280.92,0.610384,2.51,312.01,327.31,15.69,8.62
Hubei,17,202104,2021,4,35.75082,34006.7,3928.74,0.570179,2.34,373.57,365.06,19.05,12.08
Hubei,17,202105,2021,5,37.74473,38615.4,4048.8,0.530076,2.72,438.85,438,25.44,17.42
Hubei,17,202106,2021,6,38.41698,43657.9,4128.9,0.532701,2.69,381.93,375.48,30.48,22.2
Hubei,17,202107,2021,7,39.12922,49627.2,4002.81,0.498529,2.55,409.26,405.03,31.62,24.41
Hubei,17,202108,2021,8,35.12322,28603.15,4083.28,0.479215,2.2,229.23,224.1,30.11,23.31
Hubei,17,202109,2021,9,34.44745,7579.1,4204.64,0.454187,2.89,389.55,373.16,30.85,21.17
Hubei,17,202110,2021,10,33.68438,11772.1,4777.09,0.443735,2.67,512.71,515.94,21.01,13.53
Hubei,17,202111,2021,11,31.99948,15881.7,4799.23,0.450652,3.15,372.18,363.09,17.36,7.01
Hubei,17,202112,2021,12,32.51265,19309,4675.33,0.465483,3.38,395.16,381.89,12.13,2.68
Hubei,17,202201,2022,1,36.3025,21607,3697.27,0.629688,3.25,555.58,460.88,7.66,1.66
Hubei,17,202202,2022,2,27.35101,25123.8,3565.44,0.631533,3.44,496.3,572.59,8.41,1.64
Hubei,17,202203,2022,3,36.36989,28834.3,3548.62,0.58558,3.4,296.51,295.18,18.75,9.08
Hubei,17,202204,2022,4,34.69362,32874.2,4152.57,0.533714,3.43,321.33,311.84,23.23,13.18
Hubei,17,202205,2022,5,35.20591,36754.8,4248.86,0.471099,3.42,407.03,401.28,25.75,16.4
Hubei,17,202206,2022,6,39.77397,40706.5,4334.5,0.464229,3,485.65,482.89,31.85,22.91
Hubei,17,202207,2022,7,42.08193,45806.6,4303.25,0.476993,0.89,568.86,559.6,33.36,24.73
Hubei,17,202208,2022,8,43.38437,26214.45,4393.8,0.494719,2.72,538.78,526.85,34.94,25.8
Hubei,17,202209,2022,9,41.38734,6622.3,4501.09,0.510393,3.27,400.35,388.47,29.7,19.85
Hubei,17,202210,2022,10,40.51534,10524.9,4980.52,0.512891,3.21,368.51,373.85,22.11,12.84
Hubei,17,202211,2022,11,39.66519,13972.6,4984.68,0.520453,3.21,220.73,212.3,18.24,10.12
Hubei,17,202212,2022,12,42.1158,17452.1,4864.49,0.532882,3.37,309.45,292.16,9.45,0.92
Hubei,17,202301,2023,1,36.26994,21456.2,4037.22,0.660486,3.6,786.92,732.34,10.55,1.59
Hubei,17,202302,2023,2,29.13305,25131.5,3920.83,0.66192,3.19,483.89,529.73,10.23,4.01
Hubei,17,202303,2023,3,39.76363,28778,3918,0.651631,3.45,505.42,496,17.7,8.06
Hubei,17,202304,2023,4,37.18564,32952.7,4459.51,0.628387,3.37,611.54,594.32,22.04,12.62
Hubei,17,202305,2023,5,36.95263,36841.8,4556.96,0.599689,3.14,579.64,582.81,25.54,17.76
Hubei,17,202306,2023,6,36.54679,40312.5,4634.43,0.567404,3.35,533.05,530.55,29.13,21.45
Hubei,17,202307,2023,7,38.98824,44992.6,4608.02,0.550205,3.08,595.79,592.52,32.42,24.92
Hubei,17,202308,2023,8,39.27561,24679.35,4691.73,0.529337,3.45,648.07,631.1,32.81,23.7
Hubei,17,202309,2023,9,37.54707,4366.1,4801.93,0.513654,3.05,542.97,522.28,27.89,20.65
Hubei,17,202310,2023,10,35.13004,6987.3,5170.02,0.492802,3.55,559.2,570.07,23.26,14.37
Hubei,17,202311,2023,11,36.7352,9507.6,5176.97,0.490997,3.5,416.56,408.13,17.01,7.67
Hubei,17,202312,2023,12,37.78136,12162.4,5053.56,0.496282,3.27,424.58,413.54,10,2.34
Hubei,17,202401,2024,1,33.24728,14911.3,4227.74,0.581118,3.14,184.47,149.61,9.15,1.51
Hubei,17,202402,2024,2,28.35531,17826.8,4105.05,0.582071,4.06,698.69,704.9,8.29,1.81
Hubei,17,202403,2024,3,36.36108,20684.2,4100.21,0.559848,3.57,467.13,470.95,17.91,8.93
Hubei,17,202404,2024,4,33.82705,23966.4,4643.33,0.531247,3.47,553.68,544.35,22.78,14.94
Hubei,17,202405,2024,5,35.93732,27351.8,4743.24,0.506024,3.56,597.1,594.32,27.36,18.07
Hubei,17,202406,2024,6,36.94417,31006.1,4823.67,0.503558,3.65,521.19,515.64,29.2,21.87
Hubei,17,202407,2024,7,34.17079,35158.7,4832.44,0.46784,3.74,574.22,572.41,32.71,25.77
Hubei,17,202408,2024,8,37.96935,19919.45,4873.47,0.466901,3.83,628.46,609.65,34.76,25.4
Hubei,17,202409,2024,9,39.16026,4680.2,4895.23,0.483018,3.92,481.65,470.34,31.94,22.18
Hubei,17,202410,2024,10,37.75043,7507.5,4916.98,0.491607,4.01,607.75,609.58,22.83,13.91
Hubei,17,202411,2024,11,36.70692,10163.8,4938.74,0.50005,4.1,450.49,442.06,17.69,9.44
Hubei,17,202412,2024,12,40.19366,12935,4960.5,0.511858,4.19,441.46,430.32,10.29,2.26
Hunan,18,201901,2019,1,14.47306,16073.1,2880.4,0.698081,0.51,601.54,702.75,8.19,2.91
Hunan,18,201902,2019,2,11.13012,19017.4,2795.14,0.649123,1.4,602.11,700.65,8.14,3.55
Hunan,18,201903,2019,3,12.85554,21991.1,2805.31,0.600164,2.29,568.32,644.56,17.39,9.44
Hunan,18,201904,2019,4,11.87492,25073.9,3097.09,0.570147,2.32,534.55,588.5,23.26,14.54
Hunan,18,201905,2019,5,11.64821,28512.3,3182.12,0.530212,2.3,500.82,532.5,25.22,17.9
Hunan,18,201906,2019,6,13.61674,32310.2,3245.55,0.515449,2.24,467.15,476.6,29.71,23.02
Hunan,18,201907,2019,7,14.55156,36648.1,3280.95,0.517955,2.31,433.57,420.84,31.97,24.94
Hunan,18,201908,2019,8,18.07212,20332.75,3347.54,0.547151,2.2,400.09,365.24,34.33,25.65
Hunan,18,201909,2019,9,17.03998,4017.4,3438.21,0.568182,2.53,366.74,309.84,31.44,21.36
Hunan,18,201910,2019,10,15.6299,6802.1,3779.57,0.582306,2.56,333.53,254.67,23.93,15.88
Hunan,18,201911,2019,11,16.70606,9633.4,3749.78,0.59414,2.45,300.5,199.77,18.47,10.48
Hunan,18,201912,2019,12,17.58725,12472.4,3575.4,0.600266,2.34,267.65,145.16,13.63,5.59
Hunan,18,202001,2020,1,12.18944,15814.2,3021.46,0.582976,2.15,658.98,493.26,9.59,3.68
Hunan,18,202002,2020,2,11.78269,18425.5,2863.17,0.582781,2.12,728.13,599.34,14.76,7.25
Hunan,18,202003,2020,3,12.43034,21467.2,2886.37,0.545207,2.18,792.16,699.85,17.77,10.67
Hunan,18,202004,2020,4,13.64653,24994,3305.61,0.540133,2.51,843.84,785.97,22.02,12.28
Hunan,18,202005,2020,5,15.04155,28655.4,3463.35,0.541013,2.37,875.97,848.86,28.75,19.68
Hunan,18,202006,2020,6,14.14729,32554.3,3579.28,0.527774,2.18,881.33,879.68,30.48,24.02
Hunan,18,202007,2020,7,15.65619,37217.5,3526.38,0.529938,2.4,852.71,869.59,31.89,25.11
Hunan,18,202008,2020,8,18.5597,5016.3,3622.94,0.54973,2.59,782.9,809.77,33.92,25.31
Hunan,18,202009,2020,9,17.01155,8419.8,3742.79,0.544867,1,664.67,691.37,25.02,19.67
Hunan,18,202010,2020,10,17.53514,11634.7,4067.26,0.535406,2.18,490.83,505.56,20.14,14.16
Hunan,18,202011,2020,11,21.29047,14919.8,4091.79,0.54766,2.4,310.34,306.32,17.31,10.31
Hunan,18,202012,2020,12,23.33869,18629.2,3998,0.568908,2.09,296.61,287.75,8.79,3.52
Hunan,18,202101,2021,1,17.21712,21914.1,3455.86,0.674132,2.41,392.22,328.59,11.1,3.16
Hunan,18,202102,2021,2,19.95466,25236,3365.96,0.675314,2.52,479.91,499.43,15.74,8.18
Hunan,18,202103,2021,3,12.45418,29104.7,3397.67,0.632648,1.77,358.54,376.85,16.46,10.64
Hunan,18,202104,2021,4,16.74899,33127.8,3737.08,0.60882,1.53,427.64,421.64,18.23,13.42
Hunan,18,202105,2021,5,16.41184,37633,3851.28,0.568954,2.46,475.98,471.83,25.64,18.97
Hunan,18,202106,2021,6,15.87224,43255.4,3927.47,0.566789,2.46,424.35,413.58,31.12,23.17
Hunan,18,202107,2021,7,17.10036,24576.55,3828.9,0.575,2.71,457,451.72,33.77,25.52
Hunan,18,202108,2021,8,18.39015,5897.7,3905.87,0.583044,2.24,280.02,271.43,32.34,24.58
Hunan,18,202109,2021,9,17.61508,9877.4,4021.96,0.591099,2.52,454.73,437.18,33.32,23.45
Hunan,18,202110,2021,10,16.79606,12476.7,4399.82,0.595084,2.14,536.79,549.15,21.22,14.98
Hunan,18,202111,2021,11,16.64223,14478.1,4420.2,0.600531,2.59,401.24,397.28,17.47,9.06
Hunan,18,202112,2021,12,16.12027,17774.9,4306.09,0.612806,2.85,424.27,408.97,13.01,4.5
Hunan,18,202201,2022,1,17.59893,20814.4,3784.01,0.656308,2.11,702.46,520.06,8.01,3.52
Hunan,18,202202,2022,2,14.30313,23979.2,3649.09,0.656797,2.65,613.48,726.86,7.33,2.62
Hunan,18,202203,2022,3,17.80782,27591.9,3631.88,0.61475,2.83,314.42,314.36,19.6,11.03
Hunan,18,202204,2022,4,15.4192,30691.1,3886.6,0.572173,2.94,289.6,278.65,23.37,13.82
Hunan,18,202205,2022,5,15.78192,34755.2,3976.72,0.541056,2.67,440.32,436.08,24.43,16.78
Hunan,18,202206,2022,6,16.74627,39225.4,4056.87,0.52242,2.46,536.76,534.41,30.72,23.15
Hunan,18,202207,2022,7,19.03789,22271.15,4076.43,0.538606,0.05,622.81,608.85,34.08,25.27
Hunan,18,202208,2022,8,21.71289,5316.9,4162.2,0.567046,2.22,642.11,620.91,35.97,26.32
Hunan,18,202209,2022,9,20.56432,8487.4,4263.84,0.585286,2.78,520.2,501.77,32.11,21.68
Hunan,18,202210,2022,10,17.95523,11367.9,4511.06,0.590057,2.7,472.26,485.19,24.41,14.89
Hunan,18,202211,2022,11,18.65721,14331.7,4514.83,0.597795,2.21,271.56,263.69,20.2,12.48
Hunan,18,202212,2022,12,20.71161,17565.4,4405.97,0.613924,2.74,344.72,314.21,10.1,2.9
Hunan,18,202301,2023,1,18.93997,20519.9,3955.8,0.710568,2.71,977.27,836.11,11.91,3.99
Hunan,18,202302,2023,2,16.2601,23700.5,3841.75,0.711654,2.45,527.14,597.34,10.69,5.42
Hunan,18,202303,2023,3,20.6967,27459.4,3838.98,0.71467,2.23,536.24,522.97,17.96,10.13
Hunan,18,202304,2023,4,16.75495,31096.2,4075.7,0.672982,2.68,651.31,625.62,22.77,14.61
Hunan,18,202305,2023,5,17.89056,35299.8,4164.77,0.665603,2.64,609.52,615.58,26.64,19.08
Hunan,18,202306,2023,6,18.05457,39779.3,4235.57,0.65465,2.75,581.4,578.15,29.86,22.6
Hunan,18,202307,2023,7,20.39195,28893.5,4231.83,0.659438,2.67,659.84,658.6,33.86,25.85
Hunan,18,202308,2023,8,19.9424,18007.7,4308.7,0.664581,2.93,727.2,697.29,33.02,24.4
Hunan,18,202309,2023,9,17.52051,29323.5,4409.9,0.661711,2.33,614.39,570.98,28.89,21.92
Hunan,18,202310,2023,10,15.4286,40584.3,4633.51,0.654447,3.11,608.86,644.21,23.92,16.08
Hunan,18,202311,2023,11,16.11971,51906.2,4639.73,0.650117,3.05,459.97,450.96,19.19,10.09
Hunan,18,202312,2023,12,19.95663,64488.3,4529.13,0.660786,2.16,476.79,461.14,12.38,4.55
Hunan,18,202401,2024,1,18.17117,75995.8,4059.42,0.668817,2.23,226,157.31,10.15,4.25
Hunan,18,202402,2024,2,15.29057,88214.6,3941.62,0.668908,2.87,916.28,884.19,9.25,3.52
Hunan,18,202403,2024,3,16.97151,101708.5,3936.97,0.637698,2.64,509.02,511.67,18.49,10.66
Hunan,18,202404,2024,4,14.20558,114306.8,4167.73,0.588698,2.31,596.28,587.96,23.09,16.76
Hunan,18,202405,2024,5,15.06994,127446.4,4257.4,0.553076,2.94,636.14,632.94,26.43,18.88
Hunan,18,202406,2024,6,14.68736,142254.8,4329.59,0.520127,3.57,575.01,570.08,28,22.39
Hunan,18,202407,2024,7,17.09573,80384.85,4396.7,0.528371,4.2,650.4,652.89,34.36,26.17
Hunan,18,202408,2024,8,18.52134,18514.9,4434.03,0.546495,4.83,716.05,686.67,34.07,25.41
Hunan,18,202409,2024,9,21.17548,31459.9,4453.83,0.565055,5.46,550.7,530.37,31.81,23.15
Hunan,18,202410,2024,10,16.40598,42298.6,4473.62,0.567538,6.09,669.48,678.18,23.04,15.29
Hunan,18,202411,2024,11,18.39938,54017.5,4493.42,0.57981,6.72,498.97,490.68,19.09,11.31
Hunan,18,202412,2024,12,20.26741,66827.1,4513.21,0.588055,7.35,481.91,468.35,11.53,4.39
Guangdong,19,201901,2019,1,29.17155,78536,8254.79,0.674792,3.57,1841.04,1457.92,19.37,11.75
Guangdong,19,201902,2019,2,22.43934,90798.4,8010.46,0.683107,3.55,1836.16,1462.12,21.56,14.73
Guangdong,19,201903,2019,3,32.32303,104565.9,8039.59,0.691422,3.53,1686.43,1384.11,22.65,16.14
Guangdong,19,201904,2019,4,32.36134,117209.1,8794.49,0.691786,3.33,1536.79,1306.16,27.27,20.54
Guangdong,19,201905,2019,5,33.49583,130945,9035.95,0.693679,3.14,1387.33,1228.3,28.53,22.35
Guangdong,19,201906,2019,6,37.40785,146710.4,9216.06,0.701515,3.75,1238.13,1150.6,31.96,25.49
Guangdong,19,201907,2019,7,38.1213,80649.5,9051.14,0.705654,3.61,1089.29,1073.1,32.99,26.15
Guangdong,19,201908,2019,8,36.86059,14588.6,9234.85,0.706557,3.74,940.89,995.85,32.95,25.74
Guangdong,19,201909,2019,9,37.22023,26071.7,9484.96,0.707729,4.05,793.03,918.9,32.66,23.81
Guangdong,19,201910,2019,10,36.44417,37627,10237.19,0.711223,4.11,645.78,842.3,29.69,21.36
Guangdong,19,201911,2019,11,35.11531,48829.6,10156.5,0.708498,4.35,499.25,766.11,25.72,16.36
Guangdong,19,201912,2019,12,36.5779,62132,9684.2,0.707953,4.12,353.51,690.37,21.82,12.53
Guangdong,19,202001,2020,1,22.60251,75126,7709.98,0.652108,4.21,1352.73,1878.03,20.83,12.6
